"","complnum","date","code1","offense_desc1","code2","offense_desc2","crimesuccess","crimelevel","jurisdic","loc_desc","premise_type","park","Latitude","Longitude","Lat_Lon","compl_year","compl_month","compl_day"
"1",486516670,"12/30/2017",341,"PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,NA,NA,NA,"2017","12","07"
"2",226494646,"12/28/2017",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"RESIDENCE - APT. HOUSE",NA,40.719483607,-73.988663053,"(40.719483607, -73.988663053)","2017","12","10"
"3",675086835,"12/28/2017",341,"PETIT LARCENY",349,"LARCENY,PETIT OF LICENSE PLATE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.707324468,-74.009602878,"(40.707324468, -74.009602878)","2017","12","10"
"4",342888952,"12/27/2017",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","RESTAURANT/DINER",NA,40.762268728,-73.987984345,"(40.762268728, -73.987984345)","2017","12","12"
"5",239954216,"12/27/2017",109,"GRAND LARCENY",433,"LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","GYM/FITNESS FACILITY",NA,40.764427367,-73.966587832,"(40.764427367, -73.966587832)","2017","12","12"
"6",384830423,"12/27/2017",109,"GRAND LARCENY",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","PARKING LOT/GARAGE (PUBLIC)",NA,40.763245332,-73.960881208,"(40.763245332, -73.960881208)","2017","12","12"
"7",756564467,"12/23/2017",112,"THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.748463142,-73.994331589,"(40.748463142, -73.994331589)","2017","12","12"
"8",299028771,"12/22/2017",112,"THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","ATTEMPTED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.731164778,-73.984259135,"(40.731164778, -73.984259135)","2017","12","12"
"9",864982841,"12/22/2017",109,"GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.788077027,-73.947234248,"(40.788077027, -73.947234248)","2017","12","12"
"10",742677167,"12/22/2017",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.802960428,-73.965672707,"(40.802960428, -73.965672707)","2017","12","12"
"11",675231398,"12/21/2017",109,"GRAND LARCENY",424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.77009364,-73.961407892,"(40.77009364, -73.961407892)","2017","12","12"
"12",968973092,"12/21/2017",109,"GRAND LARCENY",407,"LARCENY,GRAND BY DISHONEST EMP","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.709259189,-74.013036977,"(40.709259189, -74.013036977)","2017","12","12"
"13",665949950,"12/21/2017",109,"GRAND LARCENY",412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.784051167,-73.948707117,"(40.784051167, -73.948707117)","2017","12","12"
"14",572706379,"12/21/2017",109,"GRAND LARCENY",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.73393308,-73.977326958,"(40.73393308, -73.977326958)","2017","12","12"
"15",385235307,"12/21/2017",341,"PETIT LARCENY",303,"LARCENY,PETIT BY CHECK USE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.800252085,-73.940437865,"(40.800252085, -73.940437865)","2017","12","11"
"16",761699348,"12/20/2017",109,"GRAND LARCENY",411,"LARCENY,GRAND FROM EATERY, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESTAURANT/DINER",NA,40.736218594,-73.990984024,"(40.736218594, -73.990984024)","2017","12","12"
"17",962642302,"12/20/2017",110,"GRAND LARCENY OF MOTOR VEHICLE",441,"LARCENY,GRAND OF AUTO","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.818742772,-73.94491575,"(40.818742772, -73.94491575)","2017","12","12"
"18",271277056,"12/20/2017",112,"THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.851050423,-73.938762176,"(40.851050423, -73.938762176)","2017","12","12"
"19",617860383,"12/19/2017",126,"MISCELLANEOUS PENAL LAW",198,"CRIMINAL CONTEMPT 1","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.730174938,-73.974589699,"(40.730174938, -73.974589699)","2017","12","12"
"20",512115128,"12/19/2017",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CLOTHING/BOUTIQUE",NA,40.750664208,-73.990866575,"(40.750664208, -73.990866575)","2017","12","12"
"21",417491083,"12/19/2017",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","HOTEL/MOTEL",NA,40.749971219,-73.980360411,"(40.749971219, -73.980360411)","2017","12","12"
"22",964523868,"12/19/2017",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","DEPARTMENT STORE",NA,40.750430768,-73.989282176,"(40.750430768, -73.989282176)","2017","12","12"
"23",710950201,"12/19/2017",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.753711236,-73.999124374,"(40.753711236, -73.999124374)","2017","12","12"
"24",162111359,"12/19/2017",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","DEPARTMENT STORE",NA,40.740160295,-73.994808634,"(40.740160295, -73.994808634)","2017","12","12"
"25",304782790,"12/18/2017",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.704494435,-74.011564514,"(40.704494435, -74.011564514)","2017","12","12"
"26",867593541,"12/18/2017",109,"GRAND LARCENY",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.759385315,-73.978220712,"(40.759385315, -73.978220712)","2017","12","12"
"27",459489248,"12/18/2017",112,"THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.753799821,-73.978558209,"(40.753799821, -73.978558209)","2017","12","12"
"28",154240926,"12/18/2017",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.779032619,-73.952372268,"(40.779032619, -73.952372268)","2017","12","12"
"29",460376911,"12/17/2017",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.776584332,-73.980868879,"(40.776584332, -73.980868879)","2017","12","12"
"30",717031758,"12/17/2017",341,"PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.728773694,-73.981557301,"(40.728773694, -73.981557301)","2017","12","12"
"31",519334483,"12/16/2017",341,"PETIT LARCENY",349,"LARCENY,PETIT OF LICENSE PLATE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.82862324,-73.943848837,"(40.82862324, -73.943848837)","2017","12","12"
"32",597379836,"12/16/2017",341,"PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.839240603,-73.945545685,"(40.839240603, -73.945545685)","2017","12","12"
"33",435122133,"12/16/2017",109,"GRAND LARCENY",424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.751892841,-73.969185569,"(40.751892841, -73.969185569)","2017","12","12"
"34",439810657,"12/16/2017",233,"SEX CRIMES",175,"SEXUAL ABUSE 3,2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","OTHER",NA,NA,NA,NA,"2017","12","12"
"35",298375934,"12/15/2017",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.802114486,-73.938030616,"(40.802114486, -73.938030616)","2017","12","12"
"36",657099192,"12/15/2017",109,"GRAND LARCENY",433,"LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","CLOTHING/BOUTIQUE",NA,40.750439465,-73.974690245,"(40.750439465, -73.974690245)","2017","12","12"
"37",439785423,"12/15/2017",109,"GRAND LARCENY",407,"LARCENY,GRAND BY DISHONEST EMP","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","CLOTHING/BOUTIQUE",NA,40.749121191,-73.986167723,"(40.749121191, -73.986167723)","2017","12","12"
"38",683150479,"12/15/2017",110,"GRAND LARCENY OF MOTOR VEHICLE",441,"LARCENY,GRAND OF AUTO","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"STREET",NA,40.73029575,-73.998074727,"(40.73029575, -73.998074727)","2017","12","12"
"39",386558696,"12/15/2017",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","DRUG STORE",NA,40.753971255,-73.986978825,"(40.753971255, -73.986978825)","2017","12","12"
"40",858170652,"12/14/2017",341,"PETIT LARCENY",349,"LARCENY,PETIT OF LICENSE PLATE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.846461396,-73.934006243,"(40.846461396, -73.934006243)","2017","12","12"
"41",299103623,"12/14/2017",109,"GRAND LARCENY",418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","FERRY/FERRY TERMINAL",NA,40.703824542,-74.013151327,"(40.703824542, -74.013151327)","2017","12","12"
"42",426673853,"12/14/2017",109,"GRAND LARCENY",411,"LARCENY,GRAND FROM EATERY, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"RESTAURANT/DINER","CENTRAL PARK",40.771547111,-73.977408022,"(40.771547111, -73.977408022)","2017","12","12"
"43",251611533,"12/14/2017",341,"PETIT LARCENY",301,"LARCENY,PETIT BY ACQUIRING LOS","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.779167668,-73.953740642,"(40.779167668, -73.953740642)","2017","12","12"
"44",459410930,"12/14/2017",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.705462982,-74.014673698,"(40.705462982, -74.014673698)","2017","12","12"
"45",689398142,"12/14/2017",109,"GRAND LARCENY",433,"LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","CHAIN STORE",NA,40.770169375,-73.966617444,"(40.770169375, -73.966617444)","2017","12","12"
"46",465240467,"12/14/2017",112,"THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.784697779,-73.980917103,"(40.784697779, -73.980917103)","2017","12","12"
"47",426823603,"12/14/2017",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.845819914,-73.93538395,"(40.845819914, -73.93538395)","2017","12","12"
"48",328927225,"12/14/2017",341,"PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.860655736,-73.927329407,"(40.860655736, -73.927329407)","2017","12","12"
"49",283264243,"12/14/2017",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","DEPARTMENT STORE",NA,40.740160295,-73.994808634,"(40.740160295, -73.994808634)","2017","12","12"
"50",648997544,"12/14/2017",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.741506303,-73.979738601,"(40.741506303, -73.979738601)","2017","12","12"
"51",577798385,"12/14/2017",351,"CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","SMALL MERCHANT",NA,40.849621954,-73.931697014,"(40.849621954, -73.931697014)","2017","12","12"
"52",588302344,"12/14/2017",351,"CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","CLOTHING/BOUTIQUE",NA,40.849621954,-73.931697014,"(40.849621954, -73.931697014)","2017","12","12"
"53",195942996,"12/14/2017",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","RESTAURANT/DINER",NA,40.762268728,-73.987984345,"(40.762268728, -73.987984345)","2017","12","12"
"54",136052524,"12/14/2017",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","RESTAURANT/DINER",NA,40.762268728,-73.987984345,"(40.762268728, -73.987984345)","2017","12","12"
"55",717995793,"12/13/2017",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","DRUG STORE",NA,40.722521583,-73.984600298,"(40.722521583, -73.984600298)","2017","12","12"
"56",515244161,"12/13/2017",117,"DANGEROUS DRUGS",500,"CONTROLLED SUBSTANCE,POSSESS.","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"STREET",NA,40.801239579,-73.957698436,"(40.801239579, -73.957698436)","2017","12","12"
"57",595590532,"12/13/2017",105,"ROBBERY",386,"ROBBERY,PERSONAL ELECTRONIC DEVICE","COMPLETED","FELONY","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,40.737203099,-73.983272598,"(40.737203099, -73.983272598)","2017","12","12"
"58",111658315,"12/13/2017",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.70998449,-73.996441344,"(40.70998449, -73.996441344)","2017","12","12"
"59",170787193,"12/13/2017",232,"POSSESSION OF STOLEN PROPERTY",490,"STOLEN PROPERTY 3,POSSESSION","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","FRONT OF","RESIDENCE - PUBLIC HOUSING",NA,40.748509937,-74.001145527,"(40.748509937, -74.001145527)","2017","12","12"
"60",291602603,"12/13/2017",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","DRUG STORE",NA,40.794515091,-73.966323533,"(40.794515091, -73.966323533)","2017","12","12"
"61",764030605,"12/13/2017",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.823594344,-73.942678806,"(40.823594344, -73.942678806)","2017","12","12"
"62",263735596,"12/13/2017",235,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.731714801,-74.000957613,"(40.731714801, -74.000957613)","2017","12","12"
"63",181881932,"12/13/2017",109,"GRAND LARCENY",433,"LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","DEPARTMENT STORE",NA,40.750430768,-73.989282176,"(40.750430768, -73.989282176)","2017","12","12"
"64",786507749,"12/13/2017",107,"BURGLARY",223,"BURGLARY,RESIDENCE,NIGHT","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.761596627,-73.992186259,"(40.761596627, -73.992186259)","2017","12","12"
"65",599840967,"12/13/2017",341,"PETIT LARCENY",303,"LARCENY,PETIT BY CHECK USE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.843556712,-73.942820633,"(40.843556712, -73.942820633)","2017","12","12"
"66",533423674,"12/13/2017",106,"FELONY ASSAULT",105,"STRANGULATION 1ST","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.865722684,-73.923444502,"(40.865722684, -73.923444502)","2017","12","12"
"67",166796858,"12/13/2017",341,"PETIT LARCENY",313,"LARCENY,PETIT BY FALSE PROMISE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.708707999,-74.007287432,"(40.708707999, -74.007287432)","2017","12","12"
"68",636898163,"12/13/2017",107,"BURGLARY",213,"BURGLARY,COMMERCIAL,NIGHT","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.789321697,-73.975813022,"(40.789321697, -73.975813022)","2017","12","12"
"69",678130771,"12/13/2017",341,"PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.856649527,-73.924694873,"(40.856649527, -73.924694873)","2017","12","12"
"70",159594550,"12/13/2017",343,"OTHER OFFENSES RELATED TO THEF",478,"THEFT OF SERVICES, UNCLASSIFIE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","BAR/NIGHT CLUB",NA,40.764529795,-73.969742874,"(40.764529795, -73.969742874)","2017","12","12"
"71",708387009,"12/13/2017",351,"CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.724336516,-74.009385257,"(40.724336516, -74.009385257)","2017","12","12"
"72",649256823,"12/13/2017",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","RESTAURANT/DINER",NA,40.762977758,-73.976071669,"(40.762977758, -73.976071669)","2017","12","12"
"73",324979919,"12/13/2017",109,"GRAND LARCENY",410,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.857285546,-73.932339841,"(40.857285546, -73.932339841)","2017","12","12"
"74",700364934,"12/13/2017",107,"BURGLARY",223,"BURGLARY,RESIDENCE,NIGHT","COMPLETED","FELONY","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.790746414,-73.950634042,"(40.790746414, -73.950634042)","2017","12","12"
"75",910772777,"12/13/2017",351,"CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.812166039,-73.944126437,"(40.812166039, -73.944126437)","2017","12","12"
"76",521115560,"12/13/2017",107,"BURGLARY",223,"BURGLARY,RESIDENCE,NIGHT","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.809003282,-73.94242767,"(40.809003282, -73.94242767)","2017","12","12"
"77",422157126,"12/13/2017",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","RESIDENCE - APT. HOUSE","CENTRAL PARK",40.783499896,-73.964379178,"(40.783499896, -73.964379178)","2017","12","12"
"78",261752456,"12/13/2017",107,"BURGLARY",223,"BURGLARY,RESIDENCE,NIGHT","COMPLETED","FELONY","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.79477856,-73.939409849,"(40.79477856, -73.939409849)","2017","12","12"
"79",505420996,"12/13/2017",109,"GRAND LARCENY",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.799629816,-73.961679718,"(40.799629816, -73.961679718)","2017","12","12"
"80",333051583,"12/13/2017",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.813088658,-73.957979911,"(40.813088658, -73.957979911)","2017","12","12"
"81",786323262,"12/13/2017",109,"GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.748113696,-73.984803708,"(40.748113696, -73.984803708)","2017","12","12"
"82",937749398,"12/13/2017",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.744639755,-74.004541406,"(40.744639755, -74.004541406)","2017","12","12"
"83",861460349,"12/13/2017",341,"PETIT LARCENY",343,"LARCENY,PETIT OF BICYCLE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.771190771,-73.952060168,"(40.771190771, -73.952060168)","2017","12","12"
"84",520872177,"12/13/2017",109,"GRAND LARCENY",415,"LARCENY,GRAND FROM PERSON,PICK","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","CHAIN STORE",NA,40.773968602,-73.959625691,"(40.773968602, -73.959625691)","2017","12","12"
"85",856787111,"12/13/2017",341,"PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"PARK/PLAYGROUND",NA,40.742663608,-73.998049108,"(40.742663608, -73.998049108)","2017","12","12"
"86",735064268,"12/13/2017",109,"GRAND LARCENY",439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","GROCERY/BODEGA",NA,40.79829308,-73.941869883,"(40.79829308, -73.941869883)","2017","12","12"
"87",838107091,"12/13/2017",109,"GRAND LARCENY",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"STREET",NA,40.834332004,-73.938018678,"(40.834332004, -73.938018678)","2017","12","12"
"88",376110778,"12/13/2017",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","OTHER",NA,40.74590243,-73.999907616,"(40.74590243, -73.999907616)","2017","12","12"
"89",901658823,"12/13/2017",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT",NA,"STREET",NA,40.750999048,-73.990624712,"(40.750999048, -73.990624712)","2017","12","12"
"90",344957847,"12/13/2017",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","PUBLIC SCHOOL",NA,40.711630527,-73.985800365,"(40.711630527, -73.985800365)","2017","12","12"
"91",355055846,"12/13/2017",340,"FRAUDS",718,"FRAUD,UNCLASSIFIED-MISDEMEANOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"BANK",NA,40.733987106,-73.990944635,"(40.733987106, -73.990944635)","2017","12","12"
"92",317724796,"12/13/2017",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CHAIN STORE",NA,40.707318857,-74.010966266,"(40.707318857, -74.010966266)","2017","12","12"
"93",548054629,"12/13/2017",109,"GRAND LARCENY",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"STREET",NA,40.823100787,-73.956340456,"(40.823100787, -73.956340456)","2017","12","12"
"94",730639289,"12/13/2017",351,"CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","BEAUTY & NAIL SALON",NA,40.849029351,-73.932127751,"(40.849029351, -73.932127751)","2017","12","12"
"95",138808738,"12/13/2017",351,"CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","BEAUTY & NAIL SALON",NA,40.849029351,-73.932127751,"(40.849029351, -73.932127751)","2017","12","12"
"96",572987215,"12/13/2017",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","HOTEL/MOTEL",NA,40.756097618,-73.98109855,"(40.756097618, -73.98109855)","2017","12","12"
"97",907522835,"12/13/2017",341,"PETIT LARCENY",349,"LARCENY,PETIT OF LICENSE PLATE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.817588268,-73.960856492,"(40.817588268, -73.960856492)","2017","12","12"
